date,region_id,country_id,lat,lon,covid_tweets
2020-03-13,BE3,BE,49.56824,5.53259,1
2020-03-14,BE3,BE,49.73833,5.3410400000000005,1
2020-02-22,BE3,BE,49.855959999999996,5.25539,1
2020-02-28,BE3,BE,49.855959999999996,5.25539,2
2020-02-27,BE3,BE,49.855959999999996,5.25539,1
2020-03-05,BE3,BE,49.855959999999996,5.25539,1
2020-03-11,BE3,BE,49.855959999999996,5.25539,1
2020-02-26,BE3,BE,49.855959999999996,5.25539,2
2020-02-11,BE3,BE,49.855959999999996,5.25539,1
2020-03-10,BE3,BE,49.855959999999996,5.25539,1
2020-03-16,BE3,BE,49.855959999999996,5.25539,1
2020-03-12,BE3,BE,49.855959999999996,5.25539,1
2020-03-12,BE3,BE,50.02668,5.37401,1
2020-02-25,BE3,BE,50.11042,4.95554,1
2020-02-28,BE3,BE,50.11042,4.95554,1
2020-03-04,BE3,BE,50.11042,4.95554,1
2020-03-10,BE3,BE,50.11042,4.95554,1
2020-02-26,BE3,BE,50.11042,4.95554,1
2020-03-14,BE3,BE,50.11042,4.95554,2
2020-03-11,BE3,BE,50.11042,4.95554,1
2020-03-12,BE3,BE,50.11042,4.95554,3
2020-03-13,BE3,BE,50.11042,4.95554,1
2020-03-08,BE3,BE,50.73733,3.7387599999999996,1
2020-03-06,BE3,BE,50.74497,3.2063900000000003,2
2020-03-17,BE3,BE,50.74497,3.2063900000000003,1
2020-03-12,BE3,BE,50.74497,3.2063900000000003,2
2020-03-02,BE3,BE,50.74497,3.2063900000000003,1
2020-02-28,BE3,BE,50.74497,3.2063900000000003,1
2020-03-16,BE3,BE,50.74497,3.2063900000000003,3
2020-03-04,BE3,BE,50.74497,3.2063900000000003,3
2020-03-05,BE3,BE,50.74497,3.2063900000000003,1
2020-02-27,BE3,BE,50.74497,3.2063900000000003,1
2020-03-15,BE3,BE,50.74497,3.2063900000000003,5
2020-03-07,BE3,BE,50.74497,3.2063900000000003,1
2020-02-25,BE3,BE,50.74497,3.2063900000000003,1
2020-03-07,BE3,BE,50.648270000000004,5.32,1
2020-03-01,BE3,BE,50.648270000000004,5.32,1
2020-03-12,BE3,BE,50.648270000000004,5.32,1
2020-02-27,BE3,BE,50.648270000000004,5.32,1
2020-03-10,BE3,BE,50.648270000000004,5.32,1
2020-03-14,BE3,BE,50.648270000000004,5.32,3
2020-03-14,BE3,BE,50.6623,5.52029,3
2020-03-08,BE3,BE,50.6623,5.52029,1
2020-02-27,BE3,BE,50.6623,5.52029,5
2020-03-11,BE3,BE,50.6623,5.52029,6
2020-03-04,BE3,BE,50.6623,5.52029,2
2020-03-07,BE3,BE,50.6623,5.52029,2
2020-03-13,BE3,BE,50.6623,5.52029,1
2020-03-01,BE3,BE,50.6623,5.52029,4
2020-02-25,BE3,BE,50.6623,5.52029,4
2020-03-12,BE3,BE,50.6623,5.52029,1
2020-03-05,BE3,BE,50.6623,5.52029,1
2020-02-29,BE3,BE,50.6623,5.52029,1
2020-03-10,BE3,BE,50.6623,5.52029,2
2020-03-06,BE3,BE,50.6623,5.52029,1
2020-02-28,BE3,BE,50.6623,5.52029,4
2020-02-26,BE3,BE,50.6623,5.52029,1
2020-03-09,BE3,BE,50.6623,5.52029,1
2020-03-12,BE3,BE,50.67142,5.0789800000000005,4
2020-03-14,BE3,BE,50.67142,5.0789800000000005,3
2020-03-01,BE3,BE,50.67142,5.0789800000000005,1
2020-03-11,BE3,BE,50.67142,5.0789800000000005,3
2020-03-08,BE3,BE,50.67142,5.0789800000000005,1
2020-03-10,BE3,BE,50.67142,5.0789800000000005,4
2020-03-05,BE3,BE,50.67142,5.0789800000000005,2
2020-03-16,BE3,BE,50.67142,5.0789800000000005,4
2020-03-03,BE3,BE,50.67142,5.0789800000000005,1
2020-02-25,BE3,BE,50.67142,5.0789800000000005,1
2020-03-13,BE3,BE,50.67142,5.0789800000000005,1
2020-03-09,BE3,BE,50.67142,5.0789800000000005,3
2020-03-15,BE3,BE,50.67142,5.0789800000000005,2
2020-03-14,BE3,BE,50.69151,4.79816,3
2020-02-27,BE3,BE,50.69151,4.79816,4
2020-03-12,BE3,BE,50.69151,4.79816,1
2020-03-07,BE3,BE,50.69151,4.79816,1
2020-03-11,BE3,BE,50.69151,4.79816,1
2020-02-25,BE3,BE,50.69151,4.79816,1
2020-03-05,BE3,BE,50.69151,4.79816,2
