date,region_id,trends_covid
2020-01-01,FR1,12.0
2020-01-01,FRB,0.0
2020-01-01,FRC,0.0
2020-01-01,FRD,0.0
2020-01-01,FRE,0.0
2020-01-01,FRF,33.333333333333336
2020-01-01,FRG,0.0
2020-01-01,FRH,0.0
2020-01-01,FRI,0.0
2020-01-01,FRJ,0.0
2020-01-01,FRK,0.0
2020-01-01,FRL,0.0
2020-01-01,FRM,0.0
2020-01-01,ITC,0.0
2020-01-01,ITF,16.666666666666668
2020-01-01,ITG,0.0
2020-01-01,ITH,0.0
2020-01-01,ITI,0.0
2020-01-01,SE1,0.0
2020-01-01,SE2,12.5
2020-01-01,SE3,0.0
2020-01-01,UKF,100.0
2020-01-01,UKL,0.0
2020-01-01,UKM,0.0
2020-01-01,UKN,0.0
2020-01-02,FR1,100.0
2020-01-02,FRB,0.0
2020-01-02,FRC,0.0
2020-01-02,FRD,0.0
2020-01-02,FRE,0.0
2020-01-02,FRF,0.0
2020-01-02,FRG,0.0
2020-01-02,FRH,0.0
2020-01-02,FRI,0.0
2020-01-02,FRJ,0.0
2020-01-02,FRK,0.0
2020-01-02,FRL,0.0
2020-01-02,FRM,0.0
2020-01-02,ITC,25.0
2020-01-02,ITF,0.0
2020-01-02,ITG,0.0
2020-01-02,ITH,0.0
2020-01-02,ITI,0.0
2020-01-02,NL1,0.0
2020-01-02,NL2,33.333333333333336
2020-01-02,NL3,0.0
2020-01-02,NL4,0.0
2020-01-02,RO1,0.0
2020-01-02,RO2,8.333333333333334
2020-01-02,RO3,0.0
2020-01-02,RO4,0.0
2020-01-03,ES1,0.0
2020-01-03,ES2,0.0
2020-01-03,ES3,0.0
2020-01-03,ES4,33.333333333333336
2020-01-03,ES5,13.0
2020-01-03,ES6,0.0
2020-01-03,ES7,0.0
2020-01-03,FR1,0.0
2020-01-03,FRB,0.0
2020-01-03,FRC,50.0
2020-01-03,FRD,0.0
2020-01-03,FRE,0.0
2020-01-03,FRF,0.0
2020-01-03,FRG,0.0
2020-01-03,FRH,0.0
2020-01-03,FRI,0.0
2020-01-03,FRJ,0.0
2020-01-03,FRK,0.0
2020-01-03,FRL,0.0
2020-01-03,FRM,0.0
2020-01-03,RO1,0.0
2020-01-03,RO2,0.0
2020-01-03,RO3,11.11111111111111
2020-01-03,RO4,0.0
2020-01-03,UKF,100.0
2020-01-03,UKL,0.0
2020-01-03,UKM,0.0
2020-01-03,UKN,0.0
2020-01-04,DE1,0.0
2020-01-04,DE2,0.0
2020-01-04,DE3,0.0
2020-01-04,DE4,0.0
2020-01-04,DE5,0.0
