geo,age,sex,pop
NO,Y40-44,total,350211 
NO,Y45-49,total,378428 
NO,Y5-9,total,320053 
NO,Y50-54,total,366044 
NO,Y55-59,total,325700 
NO,Y60-64,total,303743 
NO,Y65-69,total,273004 
NO,Y70-74,total,255791 
NO,Y75-79,total,164047 
NO,Y80-84,total,109210 
NO,Y_GE75,total,390046 
NO,Y_GE80,total,225999 
NO,Y_GE85,total,116789 
NO,Y_LT5,total,294863 
PL,TOTAL,female,19592436 
PL,UNK,female,0 
PL,Y10-14,female,936760 
PL,Y15-19,female,882368 
PL,Y20-24,female,1030139 
PL,Y25-29,female,1268623 
PL,Y30-34,female,1454041 
PL,Y35-39,female,1534251 
PL,Y40-44,female,1438016 
PL,Y45-49,female,1228360 
PL,Y5-9,female,968936 
PL,Y50-54,female,1131128 
PL,Y55-59,female,1275604 
PL,Y60-64,female,1462352 
PL,Y65-69,female,1328591 
PL,Y70-74,female,920928 
PL,Y75-79,female,653627 
PL,Y80-84,female,578973 
PL,Y_GE75,female,1799186 
PL,Y_GE80,female,1145559 
PL,Y_GE85,female,566586 
PL,Y_LT5,female,933153 
PL,TOTAL,male,18380376 
PL,UNK,male,0 
PL,Y10-14,male,985833 
PL,Y15-19,male,927377 
PL,Y20-24,male,1072518 
PL,Y25-29,male,1320546 
PL,Y30-34,male,1510709 
PL,Y35-39,male,1582900 
PL,Y40-44,male,1470338 
PL,Y45-49,male,1238904 
PL,Y5-9,male,1023244 
PL,Y50-54,male,1114988 
PL,Y55-59,male,1199272 
PL,Y60-64,male,1290543 
PL,Y65-69,male,1071706 
PL,Y70-74,male,669719 
PL,Y75-79,male,401097 
PL,Y80-84,male,295038 
PL,Y_GE75,male,915914 
PL,Y_GE80,male,514817 
PL,Y_GE85,male,219779 
PL,Y_LT5,male,985865 
PL,TOTAL,total,37972812 
PL,UNK,total,0 
PL,Y10-14,total,1922593 
PL,Y15-19,total,1809745 
PL,Y20-24,total,2102657 
PL,Y25-29,total,2589169 
PL,Y30-34,total,2964750 
PL,Y35-39,total,3117151 
PL,Y40-44,total,2908354 
PL,Y45-49,total,2467264 
PL,Y5-9,total,1992180 
PL,Y50-54,total,2246116 
PL,Y55-59,total,2474876 
PL,Y60-64,total,2752895 
PL,Y65-69,total,2400297 
PL,Y70-74,total,1590647 
PL,Y75-79,total,1054724 
PL,Y80-84,total,874011 
PL,Y_GE75,total,2715100 
PL,Y_GE80,total,1660376 
PL,Y_GE85,total,786365 
PL,Y_LT5,total,1919018 
PT,TOTAL,female,5424251 
PT,UNK,female,0 
PT,Y10-14,female,249639 
PT,Y15-19,female,270414 
PT,Y20-24,female,265978 
PT,Y25-29,female,274710 
PT,Y30-34,female,293745 
PT,Y35-39,female,357170 
PT,Y40-44,female,419405 
PT,Y45-49,female,406993 
PT,Y5-9,female,228539 
PT,Y50-54,female,395886 
PT,Y55-59,female,386514 
PT,Y60-64,female,357656 
PT,Y65-69,female,333878 
PT,Y70-74,female,301711 
PT,Y75-79,female,246993 
PT,Y80-84,female,214396 
PT,Y_GE75,female,671564 
PT,Y_GE80,female,424571 
PT,Y_GE85,female,210175 
PT,Y_LT5,female,210449 
PT,TOTAL,male,4852366 
PT,UNK,male,0 
PT,Y10-14,male,260712 
PT,Y15-19,male,282330 
PT,Y20-24,male,272727 
PT,Y25-29,male,272620 
PT,Y30-34,male,282370 
PT,Y35-39,male,328594 
PT,Y40-44,male,381711 
PT,Y45-49,male,368384 
PT,Y5-9,male,238215 
PT,Y50-54,male,354097 
PT,Y55-59,male,342424 
PT,Y60-64,male,311098 
PT,Y65-69,male,284295 
PT,Y70-74,male,236729 
PT,Y75-79,male,179163 
PT,Y80-84,male,136786 
PT,Y_GE75,male,416048 
PT,Y_GE80,male,236885 
PT,Y_GE85,male,100099 
PT,Y_LT5,male,220012 
PT,TOTAL,total,10276617 
PT,UNK,total,0 
PT,Y10-14,total,510351 
PT,Y15-19,total,552744 
PT,Y20-24,total,538705 
PT,Y25-29,total,547330 
PT,Y30-34,total,576115 
PT,Y35-39,total,685764 
PT,Y40-44,total,801116 
PT,Y45-49,total,775377 
PT,Y5-9,total,466754 
PT,Y50-54,total,749983 
PT,Y55-59,total,728938 
PT,Y60-64,total,668754 
PT,Y65-69,total,618173 
PT,Y70-74,total,538440 
PT,Y75-79,total,426156 
PT,Y80-84,total,351182 
PT,Y_GE75,total,1087612 
PT,Y_GE80,total,661456 
PT,Y_GE85,total,310274 
PT,Y_LT5,total,430461 
RO,TOTAL,female,9914008 
RO,UNK,female,0 
RO,Y10-14,female,513494 
RO,Y15-19,female,503975 
RO,Y20-24,female,495184 
RO,Y25-29,female,537078 
RO,Y30-34,female,649663 
RO,Y35-39,female,663598 
RO,Y40-44,female,759444 
RO,Y45-49,female,730862 
RO,Y5-9,female,478923 
RO,Y50-54,female,666360 
RO,Y55-59,female,567343 
RO,Y60-64,female,716478 
RO,Y65-69,female,673113 
RO,Y70-74,female,479832 
RO,Y75-79,female,400834 
RO,Y80-84,female,333614 
RO,Y_GE75,female,990704 
RO,Y_GE80,female,589870 
RO,Y_GE85,female,256256 
RO,Y_LT5,female,487957 
RO,TOTAL,male,9500450 
RO,UNK,male,0 
RO,Y10-14,male,542599 
RO,Y15-19,male,532460 
RO,Y20-24,male,520921 
RO,Y25-29,male,590060 
RO,Y30-34,male,704620 
RO,Y35-39,male,700375 
RO,Y40-44,male,795877 
RO,Y45-49,male,775480 
RO,Y5-9,male,507343 
RO,Y50-54,male,693564 
RO,Y55-59,male,548697 
RO,Y60-64,male,623820 
RO,Y65-69,male,533849 
RO,Y70-74,male,349894 
RO,Y75-79,male,252437 
RO,Y80-84,male,185512 
RO,Y_GE75,male,568965 
RO,Y_GE80,male,316528 
RO,Y_GE85,male,131016 
RO,Y_LT5,male,511926 
RO,TOTAL,total,19414458 
RO,UNK,total,0 
RO,Y10-14,total,1056093 
RO,Y15-19,total,1036435 
RO,Y20-24,total,1016105 
RO,Y25-29,total,1127138 
RO,Y30-34,total,1354283 
RO,Y35-39,total,1363973 
RO,Y40-44,total,1555321 
RO,Y45-49,total,1506342 
RO,Y5-9,total,986266 
RO,Y50-54,total,1359924 
RO,Y55-59,total,1116040 
RO,Y60-64,total,1340298 
RO,Y65-69,total,1206962 
RO,Y70-74,total,829726 
RO,Y75-79,total,653271 
RO,Y80-84,total,519126 
RO,Y_GE75,total,1559669 
RO,Y_GE80,total,906398 
RO,Y_GE85,total,387272 
RO,Y_LT5,total,999883 
RS,TOTAL,female,3570953 
RS,UNK,female,0 
RS,Y10-14,female,166108 
RS,Y15-19,female,171073 
RS,Y20-24,female,185085 
RS,Y25-29,female,206671 
RS,Y30-34,female,229323 
RS,Y35-39,female,241076 
RS,Y40-44,female,247380 
RS,Y45-49,female,236504 
RS,Y5-9,female,160234 
RS,Y50-54,female,235125 
RS,Y55-59,female,251275 
RS,Y60-64,female,271398 
RS,Y65-69,female,275269 
RS,Y70-74,female,191324 
RS,Y75-79,female,149251 
RS,Y80-84,female,115542 
RS,Y_GE75,female,346542 
RS,Y_GE80,female,197291 
RS,Y_GE85,female,81749 
RS,Y_LT5,female,156566 
RS,TOTAL,male,3392811 
RS,UNK,male,0 
RS,Y10-14,male,175951 
RS,Y15-19,male,181200 
RS,Y20-24,male,196179 
RS,Y25-29,male,216403 
RS,Y30-34,male,239214 
RS,Y35-39,male,248949 
RS,Y40-44,male,252358 
RS,Y45-49,male,235231 
RS,Y5-9,male,170059 
RS,Y50-54,male,225445 
RS,Y55-59,male,232800 
RS,Y60-64,male,242787 
RS,Y65-69,male,232525 
RS,Y70-74,male,148873 
RS,Y75-79,male,105798 
RS,Y80-84,male,74292 
RS,Y_GE75,male,227551 
RS,Y_GE80,male,121753 
RS,Y_GE85,male,47461 
RS,Y_LT5,male,167286 
RS,TOTAL,total,6963764 
RS,UNK,total,0 
RS,Y10-14,total,342059 
RS,Y15-19,total,352273 
RS,Y20-24,total,381264 
RS,Y25-29,total,423074 
RS,Y30-34,total,468537 
RS,Y35-39,total,490025 
RS,Y40-44,total,499738 
RS,Y45-49,total,471735 
RS,Y5-9,total,330293 
RS,Y50-54,total,460570 
RS,Y55-59,total,484075 
RS,Y60-64,total,514185 
RS,Y65-69,total,507794 
RS,Y70-74,total,340197 
RS,Y75-79,total,255049 
RS,Y80-84,total,189834 
RS,Y_GE75,total,574093 
RS,Y_GE80,total,319044 
RS,Y_GE85,total,129210 
RS,Y_LT5,total,323852 
SE,TOTAL,female,5087747 
SE,UNK,female,0 
SE,Y10-14,female,289113 
SE,Y15-19,female,265711 
SE,Y20-24,female,286425 
SE,Y25-29,female,360374 
SE,Y30-34,female,335686 
SE,Y35-39,female,312107 
SE,Y40-44,female,311921 
SE,Y45-49,female,324649 
SE,Y5-9,female,300939 
SE,Y50-54,female,338662 
SE,Y55-59,female,296233 
SE,Y60-64,female,282369 
SE,Y65-69,female,277788 
SE,Y70-74,female,288177 
SE,Y75-79,female,209682 
SE,Y80-84,female,146321 
SE,Y_GE75,female,524131 
SE,Y_GE80,female,314449 
SE,Y_GE85,female,168128 
SE,Y_LT5,female,293462 
SE,TOTAL,male,5142438 
SE,UNK,male,0 
SE,Y10-14,male,306645 
SE,Y15-19,male,293802 
SE,Y20-24,male,311168 
SE,Y25-29,male,380948 
SE,Y30-34,male,354455 
SE,Y35-39,male,328012 
SE,Y40-44,male,323915 
SE,Y45-49,male,333690 
SE,Y5-9,male,318534 
SE,Y50-54,male,349187 
SE,Y55-59,male,302734 
SE,Y60-64,male,282697 
SE,Y65-69,male,271523 
SE,Y70-74,male,275471 
SE,Y75-79,male,190937 
SE,Y80-84,male,115206 
SE,Y_GE75,male,398621 
SE,Y_GE80,male,207684 
SE,Y_GE85,male,92478 
SE,Y_LT5,male,311036 
SE,TOTAL,total,10230185 
SE,UNK,total,0 
SE,Y10-14,total,595758 
SE,Y15-19,total,559513 
SE,Y20-24,total,597593 
SE,Y25-29,total,741322 
SE,Y30-34,total,690141 
SE,Y35-39,total,640119 
SE,Y40-44,total,635836 
SE,Y45-49,total,658339 
SE,Y5-9,total,619473 
SE,Y50-54,total,687849 
SE,Y55-59,total,598967 
SE,Y60-64,total,565066 
SE,Y65-69,total,549311 
SE,Y70-74,total,563648 
SE,Y75-79,total,400619 
SE,Y80-84,total,261527 
SE,Y_GE75,total,922752 
SE,Y_GE80,total,522133 
SE,Y_GE85,total,260606 
SE,Y_LT5,total,604498 
SI,TOTAL,female,1042252 
SI,UNK,female,0 
SI,Y10-14,female,49067 
SI,Y15-19,female,44775 
SI,Y20-24,female,48343 
SI,Y25-29,female,54321 
SI,Y30-34,female,65109 
SI,Y35-39,female,72543 
SI,Y40-44,female,74099 
SI,Y45-49,female,70581 
SI,Y5-9,female,53627 
SI,Y50-54,female,75772 
SI,Y55-59,female,74130 
SI,Y60-64,female,73040 
SI,Y65-69,female,67075 
SI,Y70-74,female,49373 
SI,Y75-79,female,46163 
SI,Y80-84,female,36661 
SI,Y_GE75,female,120774 
SI,Y_GE80,female,74611 
SI,Y_GE85,female,37950 
SI,Y_LT5,female,49623 
SI,TOTAL,male,1038656 
SI,UNK,male,0 
SI,Y10-14,male,51616 
SI,Y15-19,male,48080 
SI,Y20-24,male,53597 
SI,Y25-29,male,60359 
SI,Y30-34,male,72603 
SI,Y35-39,male,81642 
SI,Y40-44,male,82483 
SI,Y45-49,male,76523 
SI,Y5-9,male,57090 
SI,Y50-54,male,78330 
SI,Y55-59,male,75417 
SI,Y60-64,male,72401 
SI,Y65-69,male,63965 
SI,Y70-74,male,41529 
SI,Y75-79,male,33916 
SI,Y80-84,male,22096 
SI,Y_GE75,male,70338 
SI,Y_GE80,male,36422 
SI,Y_GE85,male,14326 
SI,Y_LT5,male,52683 
SI,TOTAL,total,2080908 
SI,UNK,total,0 
SI,Y10-14,total,100683 
SI,Y15-19,total,92855 
SI,Y20-24,total,101940 
SI,Y25-29,total,114680 
SI,Y30-34,total,137712 
SI,Y35-39,total,154185 
SI,Y40-44,total,156582 
SI,Y45-49,total,147104 
SI,Y5-9,total,110717 
SI,Y50-54,total,154102 
SI,Y55-59,total,149547 
SI,Y60-64,total,145441 
SI,Y65-69,total,131040 
SI,Y70-74,total,90902 
SI,Y75-79,total,80079 
SI,Y80-84,total,58757 
SI,Y_GE75,total,191112 
SI,Y_GE80,total,111033 
SI,Y_GE85,total,52276 
SI,Y_LT5,total,102306 
SK,TOTAL,female,2789344 
SK,UNK,female,0 
SK,Y10-14,female,133060 
SK,Y15-19,female,129025 
SK,Y20-24,female,147404 
SK,Y25-29,female,186094 
SK,Y30-34,female,205461 
SK,Y35-39,female,214621 
SK,Y40-44,female,219875 
SK,Y45-49,female,188352 
SK,Y5-9,female,142850 
SK,Y50-54,female,176862 
SK,Y55-59,female,182013 
SK,Y60-64,female,193339 
SK,Y65-69,female,176582 
SK,Y70-74,female,129452 
SK,Y75-79,female,97561 
SK,Y80-84,female,66445 
SK,Y_GE75,female,222355 
SK,Y_GE80,female,124794 
SK,Y_GE85,female,58349 
SK,Y_LT5,female,141999 
SK,TOTAL,male,2661077 
SK,UNK,male,0 
SK,Y10-14,male,140628 
SK,Y15-19,male,135752 
SK,Y20-24,male,154833 
SK,Y25-29,male,194291 
SK,Y30-34,male,214575 
SK,Y35-39,male,228112 
SK,Y40-44,male,232624 
SK,Y45-49,male,193358 
SK,Y5-9,male,149972 
SK,Y50-54,male,175160 
SK,Y55-59,male,174262 
SK,Y60-64,male,172047 
SK,Y65-69,male,143218 
SK,Y70-74,male,90809 
SK,Y75-79,male,57184 
SK,Y80-84,male,31861 
SK,Y_GE75,male,111903 
SK,Y_GE80,male,54719 
SK,Y_GE85,male,22858 
SK,Y_LT5,male,149533 
SK,TOTAL,total,5450421 
SK,UNK,total,0 
SK,Y10-14,total,273688 
SK,Y15-19,total,264777 
SK,Y20-24,total,302237 
SK,Y25-29,total,380385 
SK,Y30-34,total,420036 
SK,Y35-39,total,442733 
SK,Y40-44,total,452499 
SK,Y45-49,total,381710 
SK,Y5-9,total,292822 
SK,Y50-54,total,352022 
SK,Y55-59,total,356275 
SK,Y60-64,total,365386 
SK,Y65-69,total,319800 
SK,Y70-74,total,220261 
SK,Y75-79,total,154745 
SK,Y80-84,total,98306 
SK,Y_GE75,total,334258 
SK,Y_GE80,total,179513 
SK,Y_GE85,total,81207 
SK,Y_LT5,total,291532 
TR,TOTAL,female,40863902 
TR,UNK,female,0 
TR,Y10-14,female,3086146 
TR,Y15-19,female,3124818 
TR,Y20-24,female,3199832 
TR,Y25-29,female,3086446 
TR,Y30-34,female,3127948 
TR,Y35-39,female,3259469 
TR,Y40-44,female,2892697 
TR,Y45-49,female,2640524 
TR,Y5-9,female,3094412 
TR,Y50-54,female,2329142 
TR,Y55-59,female,2095459 
TR,Y60-64,female,1753731 
TR,Y65-69,female,1366228 
TR,Y70-74,female,1021569 
TR,Y75-79,female,722725 
TR,Y80-84,female,474854 
TR,Y_GE75,female,1628275 
TR,Y_GE80,female,905550 
TR,Y_GE85,female,430696 
TR,Y_LT5,female,3157206 
TR,TOTAL,male,41139980 
TR,UNK,male,0 
TR,Y10-14,male,3254277 
TR,Y15-19,male,3299449 
TR,Y20-24,male,3347297 
TR,Y25-29,male,3190023 
TR,Y30-34,male,3205205 
TR,Y35-39,male,3316603 
TR,Y40-44,male,2953329 
TR,Y45-49,male,2670183 
TR,Y5-9,male,3264508 
TR,Y50-54,male,2372182 
TR,Y55-59,male,2076882 
TR,Y60-64,male,1692130 
TR,Y65-69,male,1245979 
TR,Y70-74,male,835353 
TR,Y75-79,male,539825 
TR,Y80-84,male,318882 
TR,Y_GE75,male,1088800 
TR,Y_GE80,male,548975 
TR,Y_GE85,male,230093 
TR,Y_LT5,male,3327780 
TR,TOTAL,total,82003882 
TR,UNK,total,0 
TR,Y10-14,total,6340423 
TR,Y15-19,total,6424267 
TR,Y20-24,total,6547129 
TR,Y25-29,total,6276469 
TR,Y30-34,total,6333153 
TR,Y35-39,total,6576072 
TR,Y40-44,total,5846026 
TR,Y45-49,total,5310707 
TR,Y5-9,total,6358920 
TR,Y50-54,total,4701324 
TR,Y55-59,total,4172341 
TR,Y60-64,total,3445861 
TR,Y65-69,total,2612207 
TR,Y70-74,total,1856922 
TR,Y75-79,total,1262550 
TR,Y80-84,total,793736 
TR,Y_GE75,total,2717075 
TR,Y_GE80,total,1454525 
TR,Y_GE85,total,660789 
TR,Y_LT5,total,6484986 
UK,TOTAL,female,33746076 
UK,UNK,female,0 
UK,Y10-14,female,1905838 
UK,Y15-19,female,1781153 
UK,Y20-24,female,2025916 
UK,Y25-29,female,2230480 
UK,Y30-34,female,2247810 
UK,Y35-39,female,2214048 
UK,Y40-44,female,2018718 
UK,Y45-49,female,2258056 
UK,Y5-9,female,2023822 
UK,Y50-54,female,2371789 
UK,Y55-59,female,2209719 
UK,Y60-64,female,1895601 
UK,Y65-69,female,1746144 
UK,Y70-74,female,1714332 
UK,Y75-79,female,1227315 
UK,Y80-84,female,952651 
UK,Y_GE75,female,3210143 
UK,Y_GE80,female,1982828 
UK,Y_GE85,female,1030177 
UK,Y_LT5,female,1892507 
UK,TOTAL,male,32901036 
UK,UNK,male,0 
UK,Y10-14,male,2002557 
UK,Y15-19,male,1880569 
UK,Y20-24,male,2144598 
UK,Y25-29,male,2296526 
UK,Y30-34,male,2237370 
UK,Y35-39,male,2173731 
UK,Y40-44,male,1989487 
UK,Y45-49,male,2199183 
UK,Y5-9,male,2122724 
UK,Y50-54,male,2297033 
UK,Y55-59,male,2142088 
UK,Y60-64,male,1820911 
UK,Y65-69,male,1638388 
UK,Y70-74,male,1572057 
UK,Y75-79,male,1054186 
UK,Y80-84,male,742486 
UK,Y_GE75,male,2391314 
UK,Y_GE80,male,1337128 
UK,Y_GE85,male,594642 
UK,Y_LT5,male,1992500 
UK,TOTAL,total,66647112 
UK,UNK,total,0 
UK,Y10-14,total,3908395 
UK,Y15-19,total,3661722 
UK,Y20-24,total,4170514 
UK,Y25-29,total,4527006 
UK,Y30-34,total,4485180 
UK,Y35-39,total,4387779 
UK,Y40-44,total,4008205 
UK,Y45-49,total,4457239 
UK,Y5-9,total,4146546 
UK,Y50-54,total,4668822 
UK,Y55-59,total,4351807 
UK,Y60-64,total,3716512 
UK,Y65-69,total,3384532 
UK,Y70-74,total,3286389 
UK,Y75-79,total,2281501 
UK,Y80-84,total,1695137 
UK,Y_GE75,total,5601457 
UK,Y_GE80,total,3319956 
UK,Y_GE85,total,1624819 
UK,Y_LT5,total,3885007 
